instance,algorithm,demo_id,iteration,n_customers,n_depots,avg_demand,demand_std,capacity,area_span,density,progress,best_fitness,avg_fitness,fitness_std,convergence_rate,stagnation_counter,population_diversity,elite_ratio,improvement_rate,dynamic_orders,avg_delay,load_imbalance,alpha,beta,gamma,improvement,fitness_after
P-n16-k8,pso,15,18,15,1,16.4,8.138795979750322,35,100,0.01,0.36,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,17,0.5,0.1,0,0,0,0,0.388,0.5840000000000001,0.588,0.0,475.7724340103465
P-n16-k8,pso,15,19,15,1,16.4,8.138795979750322,35,100,0.01,0.38,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,18,0.5,0.1,0,0,0,0,0.404,0.5720000000000001,0.6040000000000001,0.0,475.7724340103465
P-n16-k8,pso,15,20,15,1,16.4,8.138795979750322,35,100,0.01,0.4,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.42000000000000004,0.56,0.6200000000000001,0.0,475.7724340103465
P-n16-k8,pso,15,21,15,1,16.4,8.138795979750322,35,100,0.01,0.42,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.43600000000000005,0.548,0.636,0.0,475.7724340103465
P-n16-k8,pso,15,22,15,1,16.4,8.138795979750322,35,100,0.01,0.44,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.45200000000000007,0.536,0.652,0.0,475.7724340103465
P-n16-k8,pso,15,23,15,1,16.4,8.138795979750322,35,100,0.01,0.46,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.4680000000000001,0.524,0.668,0.0,475.7724340103465
P-n16-k8,pso,15,24,15,1,16.4,8.138795979750322,35,100,0.01,0.48,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.484,0.512,0.6839999999999999,0.0,475.7724340103465
P-n16-k8,pso,15,25,15,1,16.4,8.138795979750322,35,100,0.01,0.5,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.5,0.5,0.7,0.0,475.7724340103465
P-n16-k8,pso,15,26,15,1,16.4,8.138795979750322,35,100,0.01,0.52,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.516,0.48800000000000004,0.6839999999999999,0.0,475.7724340103465
P-n16-k8,pso,15,27,15,1,16.4,8.138795979750322,35,100,0.01,0.54,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.532,0.47600000000000003,0.6679999999999999,0.0,475.7724340103465
P-n16-k8,pso,15,28,15,1,16.4,8.138795979750322,35,100,0.01,0.56,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.548,0.464,0.6519999999999999,0.0,475.7724340103465
P-n16-k8,pso,15,29,15,1,16.4,8.138795979750322,35,100,0.01,0.58,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.564,0.45200000000000007,0.6360000000000001,0.0,475.7724340103465
P-n16-k8,pso,15,30,15,1,16.4,8.138795979750322,35,100,0.01,0.6,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.58,0.44000000000000006,0.6200000000000001,0.0,475.7724340103465
P-n16-k8,pso,15,31,15,1,16.4,8.138795979750322,35,100,0.01,0.62,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.596,0.42800000000000005,0.6040000000000001,0.0,475.7724340103465
P-n16-k8,pso,15,32,15,1,16.4,8.138795979750322,35,100,0.01,0.64,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.612,0.41600000000000004,0.588,0.0,475.7724340103465
P-n16-k8,pso,15,33,15,1,16.4,8.138795979750322,35,100,0.01,0.66,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.628,0.404,0.572,0.0,475.7724340103465
P-n16-k8,pso,15,34,15,1,16.4,8.138795979750322,35,100,0.01,0.68,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.644,0.392,0.5559999999999999,0.0,475.7724340103465
P-n16-k8,pso,15,35,15,1,16.4,8.138795979750322,35,100,0.01,0.7,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.6599999999999999,0.38000000000000006,0.54,0.0,475.7724340103465
P-n16-k8,pso,15,36,15,1,16.4,8.138795979750322,35,100,0.01,0.72,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.6759999999999999,0.36800000000000005,0.524,0.0,475.7724340103465
P-n16-k8,pso,15,37,15,1,16.4,8.138795979750322,35,100,0.01,0.74,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.692,0.35600000000000004,0.508,0.0,475.7724340103465
P-n16-k8,pso,15,38,15,1,16.4,8.138795979750322,35,100,0.01,0.76,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.7080000000000001,0.3440000000000001,0.492,0.0,475.7724340103465
P-n16-k8,pso,15,39,15,1,16.4,8.138795979750322,35,100,0.01,0.78,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.7240000000000001,0.3320000000000001,0.476,0.0,475.7724340103465
P-n16-k8,pso,15,40,15,1,16.4,8.138795979750322,35,100,0.01,0.8,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.7400000000000001,0.32000000000000006,0.45999999999999996,0.0,475.7724340103465
P-n16-k8,pso,15,41,15,1,16.4,8.138795979750322,35,100,0.01,0.82,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.756,0.3080000000000001,0.44400000000000006,0.0,475.7724340103465
P-n16-k8,pso,15,42,15,1,16.4,8.138795979750322,35,100,0.01,0.84,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.772,0.29600000000000004,0.42800000000000005,0.0,475.7724340103465
P-n16-k8,pso,15,43,15,1,16.4,8.138795979750322,35,100,0.01,0.86,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.788,0.28400000000000003,0.41200000000000003,0.0,475.7724340103465
P-n16-k8,pso,15,44,15,1,16.4,8.138795979750322,35,100,0.01,0.88,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.804,0.272,0.396,0.0,475.7724340103465
P-n16-k8,pso,15,45,15,1,16.4,8.138795979750322,35,100,0.01,0.9,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.8200000000000001,0.26,0.38,0.0,475.7724340103465
P-n16-k8,pso,15,46,15,1,16.4,8.138795979750322,35,100,0.01,0.92,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.8360000000000001,0.248,0.364,0.0,475.7724340103465
P-n16-k8,pso,15,47,15,1,16.4,8.138795979750322,35,100,0.01,0.94,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.852,0.2360000000000001,0.34800000000000003,0.0,475.7724340103465
P-n16-k8,pso,15,48,15,1,16.4,8.138795979750322,35,100,0.01,0.96,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.868,0.2240000000000001,0.332,0.0,475.7724340103465
P-n16-k8,pso,15,49,15,1,16.4,8.138795979750322,35,100,0.01,0.98,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.884,0.21200000000000008,0.316,0.0,475.7724340103465
P-n16-k8,pso,16,0,15,1,16.4,8.138795979750322,35,100,0.01,0.0,1000.0,1000.0,100.0,0.0,0,0.5,0.1,0,0,0,0,0.1,0.8,0.3,0.0,475.7724340103465
P-n16-k8,pso,16,1,15,1,16.4,8.138795979750322,35,100,0.01,0.02,475.7724340103465,475.7724340103465,100.0,0.0,0,0.5,0.1,0,0,0,0,0.116,0.788,0.316,0.0,475.7724340103465
P-n16-k8,pso,16,2,15,1,16.4,8.138795979750322,35,100,0.01,0.04,475.7724340103465,475.7724340103465,100.0,0.0,0,0.5,0.1,0,0,0,0,0.132,0.776,0.33199999999999996,0.0,475.7724340103465
P-n16-k8,pso,16,3,15,1,16.4,8.138795979750322,35,100,0.01,0.06,475.7724340103465,475.77243401034656,100.0,0.0,0,0.5,0.1,0,0,0,0,0.14800000000000002,0.764,0.348,0.0,475.7724340103465
P-n16-k8,pso,16,4,15,1,16.4,8.138795979750322,35,100,0.01,0.08,475.7724340103465,475.7724340103465,100.0,0.0,0,0.5,0.1,0,0,0,0,0.164,0.752,0.364,0.0,475.7724340103465
P-n16-k8,pso,16,5,15,1,16.4,8.138795979750322,35,100,0.01,0.1,475.7724340103465,475.7724340103465,100.0,0.0,0,0.5,0.1,0,0,0,0,0.18000000000000002,0.74,0.38,0.0,475.7724340103465
P-n16-k8,pso,16,6,15,1,16.4,8.138795979750322,35,100,0.01,0.12,475.7724340103465,475.77243401034644,100.0,0.0,0,0.5,0.1,0,0,0,0,0.196,0.7280000000000001,0.396,0.0,475.7724340103465
P-n16-k8,pso,16,7,15,1,16.4,8.138795979750322,35,100,0.01,0.14,475.7724340103465,475.77243401034644,100.0,0.0,0,0.5,0.1,0,0,0,0,0.21200000000000002,0.7160000000000001,0.41200000000000003,0.0,475.7724340103465
P-n16-k8,pso,16,8,15,1,16.4,8.138795979750322,35,100,0.01,0.16,475.7724340103465,475.7724340103465,100.0,0.0,0,0.5,0.1,0,0,0,0,0.228,0.7040000000000001,0.42800000000000005,0.0,475.7724340103465
P-n16-k8,pso,16,9,15,1,16.4,8.138795979750322,35,100,0.01,0.18,475.7724340103465,475.77243401034656,100.0,0.0,0,0.5,0.1,0,0,0,0,0.244,0.6920000000000001,0.44399999999999995,0.0,475.7724340103465
P-n16-k8,pso,16,10,15,1,16.4,8.138795979750322,35,100,0.01,0.2,475.7724340103465,475.77243401034656,100.0,0.0,0,0.5,0.1,0,0,0,0,0.26,0.68,0.46,0.0,475.7724340103465
P-n16-k8,pso,16,11,15,1,16.4,8.138795979750322,35,100,0.01,0.22,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,10,0.5,0.1,0,0,0,0,0.276,0.668,0.476,0.0,475.7724340103465
P-n16-k8,pso,16,12,15,1,16.4,8.138795979750322,35,100,0.01,0.24,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,11,0.5,0.1,0,0,0,0,0.29200000000000004,0.656,0.492,0.0,475.7724340103465
P-n16-k8,pso,16,13,15,1,16.4,8.138795979750322,35,100,0.01,0.26,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,12,0.5,0.1,0,0,0,0,0.30800000000000005,0.644,0.508,0.0,475.7724340103465
P-n16-k8,pso,16,14,15,1,16.4,8.138795979750322,35,100,0.01,0.28,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,13,0.5,0.1,0,0,0,0,0.32400000000000007,0.632,0.524,0.0,475.7724340103465
P-n16-k8,pso,16,15,15,1,16.4,8.138795979750322,35,100,0.01,0.3,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,14,0.5,0.1,0,0,0,0,0.33999999999999997,0.6200000000000001,0.54,0.0,475.7724340103465
P-n16-k8,pso,16,16,15,1,16.4,8.138795979750322,35,100,0.01,0.32,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,15,0.5,0.1,0,0,0,0,0.356,0.6080000000000001,0.556,0.0,475.7724340103465
P-n16-k8,pso,16,17,15,1,16.4,8.138795979750322,35,100,0.01,0.34,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,16,0.5,0.1,0,0,0,0,0.372,0.5960000000000001,0.5720000000000001,0.0,475.7724340103465
P-n16-k8,pso,16,18,15,1,16.4,8.138795979750322,35,100,0.01,0.36,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,17,0.5,0.1,0,0,0,0,0.388,0.5840000000000001,0.588,0.0,475.7724340103465
P-n16-k8,pso,16,19,15,1,16.4,8.138795979750322,35,100,0.01,0.38,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,18,0.5,0.1,0,0,0,0,0.404,0.5720000000000001,0.6040000000000001,0.0,475.7724340103465
P-n16-k8,pso,16,20,15,1,16.4,8.138795979750322,35,100,0.01,0.4,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.42000000000000004,0.56,0.6200000000000001,0.0,475.7724340103465
P-n16-k8,pso,16,21,15,1,16.4,8.138795979750322,35,100,0.01,0.42,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.43600000000000005,0.548,0.636,0.0,475.7724340103465
P-n16-k8,pso,16,22,15,1,16.4,8.138795979750322,35,100,0.01,0.44,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.45200000000000007,0.536,0.652,0.0,475.7724340103465
P-n16-k8,pso,16,23,15,1,16.4,8.138795979750322,35,100,0.01,0.46,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.4680000000000001,0.524,0.668,0.0,475.7724340103465
P-n16-k8,pso,16,24,15,1,16.4,8.138795979750322,35,100,0.01,0.48,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.484,0.512,0.6839999999999999,0.0,475.7724340103465
P-n16-k8,pso,16,25,15,1,16.4,8.138795979750322,35,100,0.01,0.5,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.5,0.5,0.7,0.0,475.7724340103465
P-n16-k8,pso,16,26,15,1,16.4,8.138795979750322,35,100,0.01,0.52,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.516,0.48800000000000004,0.6839999999999999,0.0,475.7724340103465
P-n16-k8,pso,16,27,15,1,16.4,8.138795979750322,35,100,0.01,0.54,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.532,0.47600000000000003,0.6679999999999999,0.0,475.7724340103465
P-n16-k8,pso,16,28,15,1,16.4,8.138795979750322,35,100,0.01,0.56,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.548,0.464,0.6519999999999999,0.0,475.7724340103465
P-n16-k8,pso,16,29,15,1,16.4,8.138795979750322,35,100,0.01,0.58,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.564,0.45200000000000007,0.6360000000000001,0.0,475.7724340103465
P-n16-k8,pso,16,30,15,1,16.4,8.138795979750322,35,100,0.01,0.6,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.58,0.44000000000000006,0.6200000000000001,0.0,475.7724340103465
P-n16-k8,pso,16,31,15,1,16.4,8.138795979750322,35,100,0.01,0.62,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.596,0.42800000000000005,0.6040000000000001,0.0,475.7724340103465
P-n16-k8,pso,16,32,15,1,16.4,8.138795979750322,35,100,0.01,0.64,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.612,0.41600000000000004,0.588,0.0,475.7724340103465
P-n16-k8,pso,16,33,15,1,16.4,8.138795979750322,35,100,0.01,0.66,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.628,0.404,0.572,0.0,475.7724340103465
P-n16-k8,pso,16,34,15,1,16.4,8.138795979750322,35,100,0.01,0.68,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.644,0.392,0.5559999999999999,0.0,475.7724340103465
P-n16-k8,pso,16,35,15,1,16.4,8.138795979750322,35,100,0.01,0.7,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.6599999999999999,0.38000000000000006,0.54,0.0,475.7724340103465
P-n16-k8,pso,16,36,15,1,16.4,8.138795979750322,35,100,0.01,0.72,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.6759999999999999,0.36800000000000005,0.524,0.0,475.7724340103465
P-n16-k8,pso,16,37,15,1,16.4,8.138795979750322,35,100,0.01,0.74,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.692,0.35600000000000004,0.508,0.0,475.7724340103465
P-n16-k8,pso,16,38,15,1,16.4,8.138795979750322,35,100,0.01,0.76,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.7080000000000001,0.3440000000000001,0.492,0.0,475.7724340103465
P-n16-k8,pso,16,39,15,1,16.4,8.138795979750322,35,100,0.01,0.78,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.7240000000000001,0.3320000000000001,0.476,0.0,475.7724340103465
P-n16-k8,pso,16,40,15,1,16.4,8.138795979750322,35,100,0.01,0.8,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.7400000000000001,0.32000000000000006,0.45999999999999996,0.0,475.7724340103465
P-n16-k8,pso,16,41,15,1,16.4,8.138795979750322,35,100,0.01,0.82,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.756,0.3080000000000001,0.44400000000000006,0.0,475.7724340103465
P-n16-k8,pso,16,42,15,1,16.4,8.138795979750322,35,100,0.01,0.84,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.772,0.29600000000000004,0.42800000000000005,0.0,475.7724340103465
P-n16-k8,pso,16,43,15,1,16.4,8.138795979750322,35,100,0.01,0.86,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.788,0.28400000000000003,0.41200000000000003,0.0,475.7724340103465
P-n16-k8,pso,16,44,15,1,16.4,8.138795979750322,35,100,0.01,0.88,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.804,0.272,0.396,0.0,475.7724340103465
P-n16-k8,pso,16,45,15,1,16.4,8.138795979750322,35,100,0.01,0.9,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.8200000000000001,0.26,0.38,0.0,475.7724340103465
P-n16-k8,pso,16,46,15,1,16.4,8.138795979750322,35,100,0.01,0.92,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.8360000000000001,0.248,0.364,0.0,475.7724340103465
P-n16-k8,pso,16,47,15,1,16.4,8.138795979750322,35,100,0.01,0.94,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.852,0.2360000000000001,0.34800000000000003,0.0,475.7724340103465
P-n16-k8,pso,16,48,15,1,16.4,8.138795979750322,35,100,0.01,0.96,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.868,0.2240000000000001,0.332,0.0,475.7724340103465
P-n16-k8,pso,16,49,15,1,16.4,8.138795979750322,35,100,0.01,0.98,475.7724340103465,475.77243401034656,5.684341886080802e-14,0.0,19,0.5,0.1,0,0,0,0,0.884,0.21200000000000008,0.316,0.0,475.7724340103465
P-n16-k8,pso,17,0,15,1,16.4,8.138795979750322,35,100,0.01,0.0,1000.0,1000.0,100.0,0.0,0,0.5,0.1,0,0,0,0,0.1,0.8,0.3,0.0,482.8241044964152
P-n16-k8,pso,17,1,15,1,16.4,8.138795979750322,35,100,0.01,0.02,482.8241044964152,482.8241044964152,100.0,0.0,0,0.5,0.1,0,0,0,0,0.116,0.788,0.316,0.0,482.8241044964152
P-n16-k8,pso,17,2,15,1,16.4,8.138795979750322,35,100,0.01,0.04,482.8241044964152,482.8241044964152,100.0,0.0,0,0.5,0.1,0,0,0,0,0.132,0.776,0.33199999999999996,0.0,482.8241044964152
P-n16-k8,pso,17,3,15,1,16.4,8.138795979750322,35,100,0.01,0.06,482.8241044964152,482.8241044964152,100.0,0.0,0,0.5,0.1,0,0,0,0,0.14800000000000002,0.764,0.348,0.0,482.8241044964152
P-n16-k8,pso,17,4,15,1,16.4,8.138795979750322,35,100,0.01,0.08,482.8241044964152,482.8241044964152,100.0,0.0,0,0.5,0.1,0,0,0,0,0.164,0.752,0.364,0.0,482.8241044964152
P-n16-k8,pso,17,5,15,1,16.4,8.138795979750322,35,100,0.01,0.1,482.8241044964152,482.8241044964152,100.0,0.0,0,0.5,0.1,0,0,0,0,0.18000000000000002,0.74,0.38,0.0,482.8241044964152
P-n16-k8,pso,17,6,15,1,16.4,8.138795979750322,35,100,0.01,0.12,482.8241044964152,482.8241044964152,100.0,0.0,0,0.5,0.1,0,0,0,0,0.196,0.7280000000000001,0.396,0.0,482.8241044964152
P-n16-k8,pso,17,7,15,1,16.4,8.138795979750322,35,100,0.01,0.14,482.8241044964152,482.8241044964152,100.0,0.0,0,0.5,0.1,0,0,0,0,0.21200000000000002,0.7160000000000001,0.41200000000000003,0.0,482.8241044964152
P-n16-k8,pso,17,8,15,1,16.4,8.138795979750322,35,100,0.01,0.16,482.8241044964152,482.8241044964152,100.0,0.0,0,0.5,0.1,0,0,0,0,0.228,0.7040000000000001,0.42800000000000005,0.0,482.8241044964152
P-n16-k8,pso,17,9,15,1,16.4,8.138795979750322,35,100,0.01,0.18,482.8241044964152,482.8241044964152,100.0,0.0,0,0.5,0.1,0,0,0,0,0.244,0.6920000000000001,0.44399999999999995,0.0,482.8241044964152
P-n16-k8,pso,17,10,15,1,16.4,8.138795979750322,35,100,0.01,0.2,482.8241044964152,482.8241044964152,100.0,0.0,0,0.5,0.1,0,0,0,0,0.26,0.68,0.46,0.0,482.8241044964152
P-n16-k8,pso,17,11,15,1,16.4,8.138795979750322,35,100,0.01,0.22,482.8241044964152,482.8241044964152,0.0,0.0,10,0.5,0.1,0,0,0,0,0.276,0.668,0.476,0.0,482.8241044964152
P-n16-k8,pso,17,12,15,1,16.4,8.138795979750322,35,100,0.01,0.24,482.8241044964152,482.8241044964152,0.0,0.0,11,0.5,0.1,0,0,0,0,0.29200000000000004,0.656,0.492,0.0,482.8241044964152
P-n16-k8,pso,17,13,15,1,16.4,8.138795979750322,35,100,0.01,0.26,482.8241044964152,482.8241044964152,0.0,0.0,12,0.5,0.1,0,0,0,0,0.30800000000000005,0.644,0.508,0.0,482.8241044964152
P-n16-k8,pso,17,14,15,1,16.4,8.138795979750322,35,100,0.01,0.28,482.8241044964152,482.8241044964152,0.0,0.0,13,0.5,0.1,0,0,0,0,0.32400000000000007,0.632,0.524,0.0,482.8241044964152
P-n16-k8,pso,17,15,15,1,16.4,8.138795979750322,35,100,0.01,0.3,482.8241044964152,482.8241044964152,0.0,0.0,14,0.5,0.1,0,0,0,0,0.33999999999999997,0.6200000000000001,0.54,0.0,482.8241044964152
P-n16-k8,pso,17,16,15,1,16.4,8.138795979750322,35,100,0.01,0.32,482.8241044964152,482.8241044964152,0.0,0.0,15,0.5,0.1,0,0,0,0,0.356,0.6080000000000001,0.556,0.0,482.8241044964152
P-n16-k8,pso,17,17,15,1,16.4,8.138795979750322,35,100,0.01,0.34,482.8241044964152,482.8241044964152,0.0,0.0,16,0.5,0.1,0,0,0,0,0.372,0.5960000000000001,0.5720000000000001,0.0,482.8241044964152
P-n16-k8,pso,17,18,15,1,16.4,8.138795979750322,35,100,0.01,0.36,482.8241044964152,482.8241044964152,0.0,0.0,17,0.5,0.1,0,0,0,0,0.388,0.5840000000000001,0.588,0.0,482.8241044964152
P-n16-k8,pso,17,19,15,1,16.4,8.138795979750322,35,100,0.01,0.38,482.8241044964152,482.8241044964152,0.0,0.0,18,0.5,0.1,0,0,0,0,0.404,0.5720000000000001,0.6040000000000001,0.0,482.8241044964152
P-n16-k8,pso,17,20,15,1,16.4,8.138795979750322,35,100,0.01,0.4,482.8241044964152,482.8241044964152,0.0,0.0,19,0.5,0.1,0,0,0,0,0.42000000000000004,0.56,0.6200000000000001,0.0,482.8241044964152
P-n16-k8,pso,17,21,15,1,16.4,8.138795979750322,35,100,0.01,0.42,482.8241044964152,482.8241044964152,0.0,0.0,19,0.5,0.1,0,0,0,0,0.43600000000000005,0.548,0.636,0.0,482.8241044964152
P-n16-k8,pso,17,22,15,1,16.4,8.138795979750322,35,100,0.01,0.44,482.8241044964152,482.8241044964152,0.0,0.0,19,0.5,0.1,0,0,0,0,0.45200000000000007,0.536,0.652,0.0,482.8241044964152
P-n16-k8,pso,17,23,15,1,16.4,8.138795979750322,35,100,0.01,0.46,482.8241044964152,482.8241044964152,0.0,0.0,19,0.5,0.1,0,0,0,0,0.4680000000000001,0.524,0.668,0.0,482.8241044964152
P-n16-k8,pso,17,24,15,1,16.4,8.138795979750322,35,100,0.01,0.48,482.8241044964152,482.8241044964152,0.0,0.0,19,0.5,0.1,0,0,0,0,0.484,0.512,0.6839999999999999,0.0,482.8241044964152
P-n16-k8,pso,17,25,15,1,16.4,8.138795979750322,35,100,0.01,0.5,482.8241044964152,482.8241044964152,0.0,0.0,19,0.5,0.1,0,0,0,0,0.5,0.5,0.7,0.0,482.8241044964152
P-n16-k8,pso,17,26,15,1,16.4,8.138795979750322,35,100,0.01,0.52,482.8241044964152,482.8241044964152,0.0,0.0,19,0.5,0.1,0,0,0,0,0.516,0.48800000000000004,0.6839999999999999,0.0,482.8241044964152
P-n16-k8,pso,17,27,15,1,16.4,8.138795979750322,35,100,0.01,0.54,482.8241044964152,482.8241044964152,0.0,0.0,19,0.5,0.1,0,0,0,0,0.532,0.47600000000000003,0.6679999999999999,0.0,482.8241044964152
P-n16-k8,pso,17,28,15,1,16.4,8.138795979750322,35,100,0.01,0.56,482.8241044964152,482.8241044964152,0.0,0.0,19,0.5,0.1,0,0,0,0,0.548,0.464,0.6519999999999999,0.0,482.8241044964152
P-n16-k8,pso,17,29,15,1,16.4,8.138795979750322,35,100,0.01,0.58,482.8241044964152,482.8241044964152,0.0,0.0,19,0.5,0.1,0,0,0,0,0.564,0.45200000000000007,0.6360000000000001,0.0,482.8241044964152
P-n16-k8,pso,17,30,15,1,16.4,8.138795979750322,35,100,0.01,0.6,482.8241044964152,482.8241044964152,0.0,0.0,19,0.5,0.1,0,0,0,0,0.58,0.44000000000000006,0.6200000000000001,0.0,482.8241044964152
P-n16-k8,pso,17,31,15,1,16.4,8.138795979750322,35,100,0.01,0.62,482.8241044964152,482.8241044964152,0.0,0.0,19,0.5,0.1,0,0,0,0,0.596,0.42800000000000005,0.6040000000000001,0.0,482.8241044964152
P-n16-k8,pso,17,32,15,1,16.4,8.138795979750322,35,100,0.01,0.64,482.8241044964152,482.8241044964152,0.0,0.0,19,0.5,0.1,0,0,0,0,0.612,0.41600000000000004,0.588,0.0,482.8241044964152
